# R0=8.178 kpc
# V0[km/s]  rho0[GeV/cm3]  Rc[kpc]  chi2
222.0  0.8407  21.8647  121.1232
222.0  0.8407  22.3731  125.6798
222.0  0.8407  22.8816  136.4038
222.0  0.8407  23.3901  146.5293
222.0  0.8407  23.8985  161.1578
222.0  0.8407  24.4070  167.5483
222.0  0.8407  24.9154  177.1780
222.0  0.8407  25.4239  192.0190
222.0  0.8407  25.9323  208.4593
222.0  0.8407  26.4408  220.2834
222.0  0.8407  26.9493  245.9187
222.0  0.8407  27.4577  252.5632
222.0  0.8407  27.9662  278.0962
222.0  0.8407  28.4746  289.1069
222.0  0.8407  28.9831  332.0313
222.0  0.8407  29.4915  342.0956
222.0  0.8407  30.0000  376.1732
222.0  0.8525  0.0010  50.4224
222.0  0.8525  0.5095  46.7108
222.0  0.8525  1.0179  43.3320
222.0  0.8525  1.5264  40.2766
222.0  0.8525  2.0348  37.0600
222.0  0.8525  2.5433  33.8471
222.0  0.8525  3.0517  32.8532
222.0  0.8525  3.5602  30.9686
222.0  0.8525  4.0687  28.1554
222.0  0.8525  4.5771  29.0629
222.0  0.8525  5.0856  26.5201
222.0  0.8525  5.5940  25.9645
222.0  0.8525  6.1025  26.0173
222.0  0.8525  6.6109  25.0774
222.0  0.8525  7.1194  25.5635
222.0  0.8525  7.6279  24.2724
222.0  0.8525  8.1363  26.7269
222.0  0.8525  8.6448  25.8211
222.0  0.8525  9.1532  27.0300
222.0  0.8525  9.6617  27.5334
222.0  0.8525  10.1702  28.6910
222.0  0.8525  10.6786  30.1309
222.0  0.8525  11.1871  31.3584
222.0  0.8525  11.6955  33.6002
222.0  0.8525  12.2040  35.6293
222.0  0.8525  12.7124  37.9305
222.0  0.8525  13.2209  41.1355
222.0  0.8525  13.7294  43.1079
222.0  0.8525  14.2378  46.9323
222.0  0.8525  14.7463  47.6087
222.0  0.8525  15.2547  52.8848
222.0  0.8525  15.7632  57.3769
222.0  0.8525  16.2716  62.7427
222.0  0.8525  16.7801  64.2048
222.0  0.8525  17.2886  66.9576
222.0  0.8525  17.7970  72.1425
222.0  0.8525  18.3055  75.4604
222.0  0.8525  18.8139  81.3208
222.0  0.8525  19.3224  84.8105
222.0  0.8525  19.8308  90.2560
222.0  0.8525  20.3393  95.3496
222.0  0.8525  20.8478  101.0554
222.0  0.8525  21.3562  108.3039
222.0  0.8525  21.8647  120.3062
222.0  0.8525  22.3731  127.1754
222.0  0.8525  22.8816  137.9944
222.0  0.8525  23.3901  148.2153
222.0  0.8525  23.8985  160.1724
222.0  0.8525  24.4070  169.4028
222.0  0.8525  24.9154  176.5900
222.0  0.8525  25.4239  194.0646
222.0  0.8525  25.9323  210.6166
222.0  0.8525  26.4408  222.5323
222.0  0.8525  26.9493  248.3056
222.0  0.8525  27.4577  255.0283
222.0  0.8525  27.9662  280.7006
222.0  0.8525  28.4746  291.8023
222.0  0.8525  28.9831  315.1423
222.0  0.8525  29.4915  333.1470
222.0  0.8525  30.0000  379.3285
222.0  0.8644  0.0010  50.2903
222.0  0.8644  0.5095  46.5802
222.0  0.8644  1.0179  43.2032
222.0  0.8644  1.5264  40.1501
222.0  0.8644  2.0348  36.9792
222.0  0.8644  2.5433  33.7709
222.0  0.8644  3.0517  32.7936
222.0  0.8644  3.5602  30.9284
222.0  0.8644  4.0687  28.1212
222.0  0.8644  4.5771  29.0647
222.0  0.8644  5.0856  26.5283
222.0  0.8644  5.5940  25.9893
222.0  0.8644  6.1025  26.0730
222.0  0.8644  6.6109  25.1737
222.0  0.8644  7.1194  25.6686
222.0  0.8644  7.6279  24.3892
222.0  0.8644  8.1363  26.8870
222.0  0.8644  8.6448  26.0083
222.0  0.8644  9.1532  27.2579
222.0  0.8644  9.6617  27.7748
222.0  0.8644  10.1702  28.9796
222.0  0.8644  10.6786  30.4297
222.0  0.8644  11.1871  30.9930
222.0  0.8644  11.6955  33.9596
222.0  0.8644  12.2040  36.0153
222.0  0.8644  12.7124  38.3537
222.0  0.8644  13.2209  41.5824
222.0  0.8644  13.7294  41.6991
222.0  0.8644  14.2378  47.5119
222.0  0.8644  14.7463  48.1991
222.0  0.8644  15.2547  53.5383
222.0  0.8644  15.7632  58.0843
222.0  0.8644  16.2716  63.2749
222.0  0.8644  16.7801  64.9103
222.0  0.8644  17.2886  67.7655
222.0  0.8644  17.7970  72.2141
222.0  0.8644  18.3055  76.3190
222.0  0.8644  18.8139  79.3448
222.0  0.8644  19.3224  85.8341
222.0  0.8644  19.8308  91.3373
222.0  0.8644  20.3393  96.5143
222.0  0.8644  20.8478  102.2696
222.0  0.8644  21.3562  109.5740
222.0  0.8644  21.8647  121.6981
222.0  0.8644  22.3731  121.9426
222.0  0.8644  22.8816  139.5354
222.0  0.8644  23.3901  149.8481
222.0  0.8644  23.8985  161.8953
222.0  0.8644  24.4070  171.1980
222.0  0.8644  24.9154  178.4536
222.0  0.8644  25.4239  196.0441
222.0  0.8644  25.9323  212.7037
222.0  0.8644  26.4408  224.7075
222.0  0.8644  26.9493  250.6136
222.0  0.8644  27.4577  257.4118
222.0  0.8644  27.9662  283.2181
222.0  0.8644  28.4746  294.4076
222.0  0.8644  28.9831  317.8655
222.0  0.8644  29.4915  335.9889
222.0  0.8644  30.0000  382.3761
222.0  0.8763  0.0010  50.1631
222.0  0.8763  0.5095  46.4546
222.0  0.8763  1.0179  43.0797
222.0  0.8763  1.5264  40.0288
222.0  0.8763  2.0348  36.9019
222.0  0.8763  2.5433  33.6983
222.0  0.8763  3.0517  32.7371
222.0  0.8763  3.5602  30.8909
222.0  0.8763  4.0687  28.0897
222.0  0.8763  4.5771  29.0680
222.0  0.8763  5.0856  26.5380
222.0  0.8763  5.5940  26.0152
222.0  0.8763  6.1025  26.1287
222.0  0.8763  6.6109  25.2686
222.0  0.8763  7.1194  25.7725
222.0  0.8763  7.6279  24.5045
222.0  0.8763  8.1363  27.0441
222.0  0.8763  8.6448  26.1918
222.0  0.8763  9.1532  27.4807
222.0  0.8763  9.6617  28.0109
222.0  0.8763  10.1702  28.3687
222.0  0.8763  10.6786  30.7216
222.0  0.8763  11.1871  31.3001
222.0  0.8763  11.6955  34.3105
222.0  0.8763  12.2040  36.3921
222.0  0.8763  12.7124  38.7664
222.0  0.8763  13.2209  42.0182
222.0  0.8763  13.7294  42.1981
222.0  0.8763  14.2378  46.9874
222.0  0.8763  14.7463  48.4240
222.0  0.8763  15.2547  54.1739
222.0  0.8763  15.7632  58.7720
222.0  0.8763  16.2716  64.0230
222.0  0.8763  16.7801  62.9758
222.0  0.8763  17.2886  68.5511
222.0  0.8763  17.7970  72.0203
222.0  0.8763  18.3055  72.8488
222.0  0.8763  18.8139  80.2990
222.0  0.8763  19.3224  86.2512
222.0  0.8763  19.8308  92.3871
222.0  0.8763  20.3393  97.6446
222.0  0.8763  20.8478  101.5874
222.0  0.8763  21.3562  110.8064
222.0  0.8763  21.8647  123.0475
222.0  0.8763  22.3731  123.3211
222.0  0.8763  22.8816  141.0287
222.0  0.8763  23.3901  151.4300
222.0  0.8763  23.8985  152.8608
222.0  0.8763  24.4070  170.9521
222.0  0.8763  24.9154  180.2583
222.0  0.8763  25.4239  197.9604
222.0  0.8763  25.9323  214.7237
222.0  0.8763  26.4408  220.4020
222.0  0.8763  26.9493  238.3764
222.0  0.8763  27.4577  251.2418
222.0  0.8763  27.9662  285.6528
222.0  0.8763  28.4746  296.9270
222.0  0.8763  28.9831  320.4986
222.0  0.8763  29.4915  335.8311
222.0  0.8763  30.0000  385.3212
222.0  0.8881  0.0010  50.0404
222.0  0.8881  0.5095  46.3338
222.0  0.8881  1.0179  42.9610
222.0  0.8881  1.5264  39.9126
222.0  0.8881  2.0348  36.8281
222.0  0.8881  2.5433  33.6292
222.0  0.8881  3.0517  32.2898
222.0  0.8881  3.5602  30.8558
222.0  0.8881  4.0687  28.0607
222.0  0.8881  4.5771  28.1622
222.0  0.8881  5.0856  26.5490
222.0  0.8881  5.5940  26.0422
222.0  0.8881  6.1025  25.6146
222.0  0.8881  6.6109  25.3624
222.0  0.8881  7.1194  25.8751
222.0  0.8881  7.6279  24.6183
222.0  0.8881  8.1363  25.8710
222.0  0.8881  8.6448  26.3717
222.0  0.8881  9.1532  27.6987
222.0  0.8881  9.6617  28.2420
222.0  0.8881  10.1702  28.6042
222.0  0.8881  10.6786  30.8572
222.0  0.8881  11.1871  31.6004
222.0  0.8881  11.6955  34.6531
222.0  0.8881  12.2040  36.7598
222.0  0.8881  12.7124  39.1691
222.0  0.8881  13.2209  42.4434
222.0  0.8881  13.7294  42.6842
222.0  0.8881  14.2378  47.5276
222.0  0.8881  14.7463  48.9709
222.0  0.8881  15.2547  54.7922
222.0  0.8881  15.7632  59.4406
222.0  0.8881  16.2716  60.6245
222.0  0.8881  16.7801  63.6941
222.0  0.8881  17.2886  68.7194
222.0  0.8881  17.7970  72.7927
222.0  0.8881  18.3055  73.6714
222.0  0.8881  18.8139  81.1856
222.0  0.8881  19.3224  87.1777
222.0  0.8881  19.8308  87.7803
222.0  0.8881  20.3393  97.2579
222.0  0.8881  20.8478  102.7072
222.0  0.8881  21.3562  112.0026
222.0  0.8881  21.8647  118.4947
222.0  0.8881  22.3731  124.6583
222.0  0.8881  22.8816  132.4605
222.0  0.8881  23.3901  152.9632
222.0  0.8881  23.8985  152.8751
222.0  0.8881  24.4070  168.5189
222.0  0.8881  24.9154  182.0066
222.0  0.8881  25.4239  191.6431
222.0  0.8881  25.9323  216.6794
222.0  0.8881  26.4408  222.4076
222.0  0.8881  26.9493  237.2873
222.0  0.8881  27.4577  253.4358
222.0  0.8881  27.9662  287.5942
222.0  0.8881  28.4746  292.1650
222.0  0.8881  28.9831  323.0456
222.0  0.8881  29.4915  338.4698
222.0  0.8881  30.0000  357.2735
222.0  0.9000  0.0010  49.9223
222.0  0.9000  0.5095  46.2176
222.0  0.9000  1.0179  42.8471
222.0  0.9000  1.5264  39.8012
222.0  0.9000  2.0348  36.7575
222.0  0.9000  2.5433  33.5634
222.0  0.9000  3.0517  32.2284
222.0  0.9000  3.5602  30.8230
222.0  0.9000  4.0687  28.0340
222.0  0.9000  4.5771  27.4246
222.0  0.9000  5.0856  26.5614
222.0  0.9000  5.5940  26.0700
222.0  0.9000  6.1025  25.6696
222.0  0.9000  6.6109  25.4548
222.0  0.9000  7.1194  25.9763
222.0  0.9000  7.6279  24.7307
222.0  0.9000  8.1363  26.0309
222.0  0.9000  8.6448  26.5481
222.0  0.9000  9.1532  27.9120
222.0  0.9000  9.6617  28.4682
222.0  0.9000  10.1702  28.8350
222.0  0.9000  10.6786  31.1313
222.0  0.9000  11.1871  31.8939
222.0  0.9000  11.6955  34.9875
222.0  0.9000  12.2040  37.1188
222.0  0.9000  12.7124  37.3776
222.0  0.9000  13.2209  42.8583
222.0  0.9000  13.7294  43.1579
222.0  0.9000  14.2378  48.0535
222.0  0.9000  14.7463  49.5036
222.0  0.9000  15.2547  55.3939
222.0  0.9000  15.7632  60.0910
222.0  0.9000  16.2716  61.2341
222.0  0.9000  16.7801  64.3930
222.0  0.9000  17.2886  69.4266
222.0  0.9000  17.7970  73.5444
222.0  0.9000  18.3055  74.4717
222.0  0.9000  18.8139  82.0369
222.0  0.9000  19.3224  88.0785
222.0  0.9000  19.8308  88.7302
222.0  0.9000  20.3393  98.2695
222.0  0.9000  20.8478  103.7948
222.0  0.9000  21.3562  113.1639
222.0  0.9000  21.8647  119.7442
222.0  0.9000  22.3731  125.9558
222.0  0.9000  22.8816  133.8036
222.0  0.9000  23.3901  154.4497
222.0  0.9000  23.8985  151.6911
222.0  0.9000  24.4070  170.1245
222.0  0.9000  24.9154  173.2797
222.0  0.9000  25.4239  193.4045
222.0  0.9000  25.9323  210.5197
222.0  0.9000  26.4408  224.3503
222.0  0.9000  26.9493  239.3173
222.0  0.9000  27.4577  255.5603
222.0  0.9000  27.9662  269.1490
222.0  0.9000  28.4746  294.4902
222.0  0.9000  28.9831  325.5105
222.0  0.9000  29.4915  341.0233
222.0  0.9000  30.0000  351.4436
224.0  0.2000  0.0010  100000.0000
224.0  0.2000  0.5095  100000.0000
224.0  0.2000  1.0179  100000.0000
224.0  0.2000  1.5264  100000.0000
224.0  0.2000  2.0348  100000.0000
224.0  0.2000  2.5433  100000.0000
224.0  0.2000  3.0517  100000.0000
224.0  0.2000  3.5602  100000.0000
224.0  0.2000  4.0687  100000.0000
224.0  0.2000  4.5771  100000.0000
224.0  0.2000  5.0856  100000.0000
224.0  0.2000  5.5940  100000.0000
224.0  0.2000  6.1025  100000.0000
224.0  0.2000  6.6109  100000.0000
224.0  0.2000  7.1194  100000.0000
224.0  0.2000  7.6279  100000.0000
224.0  0.2000  8.1363  100000.0000
224.0  0.2000  8.6448  100000.0000
224.0  0.2000  9.1532  100000.0000
224.0  0.2000  9.6617  100000.0000
224.0  0.2000  10.1702  100000.0000
224.0  0.2000  10.6786  100000.0000
224.0  0.2000  11.1871  100000.0000
224.0  0.2000  11.6955  100000.0000
224.0  0.2000  12.2040  100000.0000
224.0  0.2000  12.7124  100000.0000
224.0  0.2000  13.2209  100000.0000
224.0  0.2000  13.7294  100000.0000
224.0  0.2000  14.2378  100000.0000
224.0  0.2000  14.7463  100000.0000
224.0  0.2000  15.2547  100000.0000
224.0  0.2000  15.7632  100000.0000
224.0  0.2000  16.2716  100000.0000
224.0  0.2000  16.7801  100000.0000
224.0  0.2000  17.2886  100000.0000
224.0  0.2000  17.7970  100000.0000
224.0  0.2000  18.3055  100000.0000
224.0  0.2000  18.8139  100000.0000
224.0  0.2000  19.3224  100000.0000
224.0  0.2000  19.8308  100000.0000
224.0  0.2000  20.3393  100000.0000
224.0  0.2000  20.8478  100000.0000
224.0  0.2000  21.3562  100000.0000
224.0  0.2000  21.8647  100000.0000
224.0  0.2000  22.3731  100000.0000
224.0  0.2000  22.8816  100000.0000
224.0  0.2000  23.3901  100000.0000
224.0  0.2000  23.8985  100000.0000
224.0  0.2000  24.4070  100000.0000
224.0  0.2000  24.9154  100000.0000
224.0  0.2000  25.4239  100000.0000
224.0  0.2000  25.9323  100000.0000
224.0  0.2000  26.4408  100000.0000
224.0  0.2000  26.9493  100000.0000
224.0  0.2000  27.4577  100000.0000
224.0  0.2000  27.9662  100000.0000
224.0  0.2000  28.4746  100000.0000
224.0  0.2000  28.9831  100000.0000
224.0  0.2000  29.4915  100000.0000
224.0  0.2000  30.0000  100000.0000
224.0  0.2119  0.0010  100000.0000
224.0  0.2119  0.5095  100000.0000
224.0  0.2119  1.0179  100000.0000
224.0  0.2119  1.5264  100000.0000
224.0  0.2119  2.0348  100000.0000
224.0  0.2119  2.5433  100000.0000
224.0  0.2119  3.0517  100000.0000
224.0  0.2119  3.5602  100000.0000
224.0  0.2119  4.0687  100000.0000
224.0  0.2119  4.5771  100000.0000
224.0  0.2119  5.0856  100000.0000
224.0  0.2119  5.5940  100000.0000
224.0  0.2119  6.1025  100000.0000
224.0  0.2119  6.6109  100000.0000
224.0  0.2119  7.1194  100000.0000
224.0  0.2119  7.6279  100000.0000
224.0  0.2119  8.1363  100000.0000
224.0  0.2119  8.6448  100000.0000
224.0  0.2119  9.1532  100000.0000
224.0  0.2119  9.6617  100000.0000
224.0  0.2119  10.1702  100000.0000
224.0  0.2119  10.6786  100000.0000
224.0  0.2119  11.1871  100000.0000
224.0  0.2119  11.6955  100000.0000
224.0  0.2119  12.2040  100000.0000
224.0  0.2119  12.7124  100000.0000
224.0  0.2119  13.2209  100000.0000
224.0  0.2119  13.7294  100000.0000
224.0  0.2119  14.2378  100000.0000
224.0  0.2119  14.7463  100000.0000
224.0  0.2119  15.2547  100000.0000
224.0  0.2119  15.7632  100000.0000
224.0  0.2119  16.2716  100000.0000
224.0  0.2119  16.7801  100000.0000
224.0  0.2119  17.2886  100000.0000
224.0  0.2119  17.7970  100000.0000
224.0  0.2119  18.3055  100000.0000
224.0  0.2119  18.8139  100000.0000
224.0  0.2119  19.3224  100000.0000
224.0  0.2119  19.8308  100000.0000
224.0  0.2119  20.3393  100000.0000
224.0  0.2119  20.8478  100000.0000
224.0  0.2119  21.3562  100000.0000
224.0  0.2119  21.8647  100000.0000
224.0  0.2119  22.3731  100000.0000
224.0  0.2119  22.8816  100000.0000
224.0  0.2119  23.3901  100000.0000
224.0  0.2119  23.8985  100000.0000
224.0  0.2119  24.4070  100000.0000
224.0  0.2119  24.9154  100000.0000
224.0  0.2119  25.4239  100000.0000
224.0  0.2119  25.9323  100000.0000
224.0  0.2119  26.4408  100000.0000
224.0  0.2119  26.9493  100000.0000
224.0  0.2119  27.4577  100000.0000
224.0  0.2119  27.9662  100000.0000
224.0  0.2119  28.4746  100000.0000
224.0  0.2119  28.9831  100000.0000
224.0  0.2119  29.4915  100000.0000
224.0  0.2119  30.0000  100000.0000
224.0  0.2237  0.0010  82.4152
224.0  0.2237  0.5095  93.3917
224.0  0.2237  1.0179  100000.0000
224.0  0.2237  1.5264  100000.0000
224.0  0.2237  2.0348  100000.0000
224.0  0.2237  2.5433  100000.0000
224.0  0.2237  3.0517  100000.0000
224.0  0.2237  3.5602  100000.0000
224.0  0.2237  4.0687  100000.0000
224.0  0.2237  4.5771  100000.0000
224.0  0.2237  5.0856  100000.0000
224.0  0.2237  5.5940  100000.0000
224.0  0.2237  6.1025  100000.0000
224.0  0.2237  6.6109  100000.0000
224.0  0.2237  7.1194  100000.0000
224.0  0.2237  7.6279  100000.0000
224.0  0.2237  8.1363  100000.0000
224.0  0.2237  8.6448  100000.0000
224.0  0.2237  9.1532  100000.0000
224.0  0.2237  9.6617  100000.0000
224.0  0.2237  10.1702  100000.0000
224.0  0.2237  10.6786  100000.0000
224.0  0.2237  11.1871  100000.0000
224.0  0.2237  11.6955  100000.0000
224.0  0.2237  12.2040  100000.0000
224.0  0.2237  12.7124  100000.0000
224.0  0.2237  13.2209  100000.0000
224.0  0.2237  13.7294  100000.0000
224.0  0.2237  14.2378  100000.0000
224.0  0.2237  14.7463  100000.0000
224.0  0.2237  15.2547  100000.0000
224.0  0.2237  15.7632  100000.0000
224.0  0.2237  16.2716  100000.0000
224.0  0.2237  16.7801  100000.0000
224.0  0.2237  17.2886  100000.0000
224.0  0.2237  17.7970  100000.0000
224.0  0.2237  18.3055  100000.0000
224.0  0.2237  18.8139  100000.0000
224.0  0.2237  19.3224  100000.0000
224.0  0.2237  19.8308  100000.0000
224.0  0.2237  20.3393  100000.0000
224.0  0.2237  20.8478  100000.0000
224.0  0.2237  21.3562  100000.0000
224.0  0.2237  21.8647  100000.0000
224.0  0.2237  22.3731  100000.0000
224.0  0.2237  22.8816  100000.0000
224.0  0.2237  23.3901  100000.0000
224.0  0.2237  23.8985  100000.0000
224.0  0.2237  24.4070  100000.0000
224.0  0.2237  24.9154  100000.0000
224.0  0.2237  25.4239  100000.0000
224.0  0.2237  25.9323  100000.0000
224.0  0.2237  26.4408  100000.0000
224.0  0.2237  26.9493  100000.0000
224.0  0.2237  27.4577  100000.0000
224.0  0.2237  27.9662  100000.0000
224.0  0.2237  28.4746  100000.0000
224.0  0.2237  28.9831  100000.0000
224.0  0.2237  29.4915  100000.0000
224.0  0.2237  30.0000  100000.0000
224.0  0.2356  0.0010  59.8239
224.0  0.2356  0.5095  58.0480
224.0  0.2356  1.0179  57.7208
224.0  0.2356  1.5264  56.1026
224.0  0.2356  2.0348  59.2310
224.0  0.2356  2.5433  62.3047
224.0  0.2356  3.0517  100000.0000
224.0  0.2356  3.5602  100000.0000
224.0  0.2356  4.0687  100000.0000
224.0  0.2356  4.5771  100000.0000
224.0  0.2356  5.0856  100000.0000
224.0  0.2356  5.5940  100000.0000
224.0  0.2356  6.1025  100000.0000
224.0  0.2356  6.6109  100000.0000
224.0  0.2356  7.1194  100000.0000
224.0  0.2356  7.6279  100000.0000
224.0  0.2356  8.1363  100000.0000
224.0  0.2356  8.6448  100000.0000
224.0  0.2356  9.1532  100000.0000
224.0  0.2356  9.6617  100000.0000
224.0  0.2356  10.1702  100000.0000
224.0  0.2356  10.6786  100000.0000
224.0  0.2356  11.1871  100000.0000
224.0  0.2356  11.6955  100000.0000
224.0  0.2356  12.2040  100000.0000
224.0  0.2356  12.7124  100000.0000
224.0  0.2356  13.2209  100000.0000
224.0  0.2356  13.7294  100000.0000
224.0  0.2356  14.2378  100000.0000
224.0  0.2356  14.7463  100000.0000
224.0  0.2356  15.2547  100000.0000
224.0  0.2356  15.7632  100000.0000
224.0  0.2356  16.2716  100000.0000
224.0  0.2356  16.7801  100000.0000
224.0  0.2356  17.2886  100000.0000
224.0  0.2356  17.7970  100000.0000
224.0  0.2356  18.3055  100000.0000
224.0  0.2356  18.8139  100000.0000
224.0  0.2356  19.3224  100000.0000
224.0  0.2356  19.8308  100000.0000
224.0  0.2356  20.3393  100000.0000
224.0  0.2356  20.8478  100000.0000
224.0  0.2356  21.3562  100000.0000
224.0  0.2356  21.8647  100000.0000
224.0  0.2356  22.3731  100000.0000
224.0  0.2356  22.8816  100000.0000
224.0  0.2356  23.3901  100000.0000
224.0  0.2356  23.8985  100000.0000
224.0  0.2356  24.4070  100000.0000
224.0  0.2356  24.9154  100000.0000
224.0  0.2356  25.4239  100000.0000
224.0  0.2356  25.9323  100000.0000
224.0  0.2356  26.4408  100000.0000
224.0  0.2356  26.9493  100000.0000
224.0  0.2356  27.4577  100000.0000
224.0  0.2356  27.9662  100000.0000
224.0  0.2356  28.4746  100000.0000
224.0  0.2356  28.9831  100000.0000
224.0  0.2356  29.4915  100000.0000
224.0  0.2356  30.0000  100000.0000
224.0  0.2475  0.0010  60.8897
224.0  0.2475  0.5095  57.1130
224.0  0.2475  1.0179  55.0335
224.0  0.2475  1.5264  53.0469
224.0  0.2475  2.0348  51.4625
224.0  0.2475  2.5433  50.0476
224.0  0.2475  3.0517  50.2745
224.0  0.2475  3.5602  49.5522
224.0  0.2475  4.0687  50.4225
224.0  0.2475  4.5771  54.6559
224.0  0.2475  5.0856  100000.0000
224.0  0.2475  5.5940  100000.0000
224.0  0.2475  6.1025  100000.0000
224.0  0.2475  6.6109  100000.0000
224.0  0.2475  7.1194  100000.0000
224.0  0.2475  7.6279  100000.0000
224.0  0.2475  8.1363  100000.0000
224.0  0.2475  8.6448  100000.0000
224.0  0.2475  9.1532  100000.0000
224.0  0.2475  9.6617  100000.0000
224.0  0.2475  10.1702  100000.0000
224.0  0.2475  10.6786  100000.0000
224.0  0.2475  11.1871  100000.0000
224.0  0.2475  11.6955  100000.0000
224.0  0.2475  12.2040  100000.0000
224.0  0.2475  12.7124  100000.0000
224.0  0.2475  13.2209  100000.0000
224.0  0.2475  13.7294  100000.0000
224.0  0.2475  14.2378  100000.0000
224.0  0.2475  14.7463  100000.0000
224.0  0.2475  15.2547  100000.0000
224.0  0.2475  15.7632  100000.0000
224.0  0.2475  16.2716  100000.0000
224.0  0.2475  16.7801  100000.0000
224.0  0.2475  17.2886  100000.0000
224.0  0.2475  17.7970  100000.0000
224.0  0.2475  18.3055  100000.0000
224.0  0.2475  18.8139  100000.0000
224.0  0.2475  19.3224  100000.0000
224.0  0.2475  19.8308  100000.0000
224.0  0.2475  20.3393  100000.0000
224.0  0.2475  20.8478  100000.0000
224.0  0.2475  21.3562  100000.0000
224.0  0.2475  21.8647  100000.0000
224.0  0.2475  22.3731  100000.0000
224.0  0.2475  22.8816  100000.0000
224.0  0.2475  23.3901  100000.0000
224.0  0.2475  23.8985  100000.0000
224.0  0.2475  24.4070  100000.0000
224.0  0.2475  24.9154  100000.0000
224.0  0.2475  25.4239  100000.0000
224.0  0.2475  25.9323  100000.0000
224.0  0.2475  26.4408  100000.0000
224.0  0.2475  26.9493  100000.0000
224.0  0.2475  27.4577  100000.0000
224.0  0.2475  27.9662  100000.0000
224.0  0.2475  28.4746  100000.0000
224.0  0.2475  28.9831  100000.0000
224.0  0.2475  29.4915  100000.0000
224.0  0.2475  30.0000  100000.0000
224.0  0.2593  0.0010  63.3501
224.0  0.2593  0.5095  60.0643
224.0  0.2593  1.0179  56.1693
224.0  0.2593  1.5264  52.9818
224.0  0.2593  2.0348  51.3005
224.0  0.2593  2.5433  49.2037
224.0  0.2593  3.0517  47.7289
224.0  0.2593  3.5602  47.7710
224.0  0.2593  4.0687  46.5811
224.0  0.2593  4.5771  46.3302
224.0  0.2593  5.0856  48.0018
224.0  0.2593  5.5940  47.1144
224.0  0.2593  6.1025  50.5945
224.0  0.2593  6.6109  100000.0000
224.0  0.2593  7.1194  100000.0000
224.0  0.2593  7.6279  100000.0000
224.0  0.2593  8.1363  100000.0000
224.0  0.2593  8.6448  100000.0000
224.0  0.2593  9.1532  100000.0000
224.0  0.2593  9.6617  100000.0000
224.0  0.2593  10.1702  100000.0000
224.0  0.2593  10.6786  100000.0000
224.0  0.2593  11.1871  100000.0000
